"주택유형별(1)","지역별(1)",지역별(2),지역별(3),지역별(4),2025.11,2025.12,2026.01,2026.02,2026.03,2026.04
"아파트","서울",강남권역,서남권,구로,62.07338738,61.98541409,61.62787081,61.19491621,61.13747546,61.17733204
"아파트","경기",서해안권,부천,오정,62.07016759,62.69676817,62.99246032,63.08329377,63.10725327,63.26921876
"아파트","대구",서,소계,소계,62.05700307,62.24589089,62.29504568,62.42316259,62.68688221,62.96735866
"아파트","부산",동부산권,동래,소계,61.95544525,62.13628166,62.29796711,62.54169892,62.82562655,62.9675417
"아파트","부산",동부산권,소계,소계,61.92681432,62.05392321,62.18092149,62.36134637,62.6522205,62.84916577
"아파트","경기",경부1권,의왕,소계,61.90473434,61.90161163,62.07583963,62.06466787,62.19896389,62.37541733
"아파트","경기",서해안권,안산,단원,61.62246963,61.81725488,61.94300174,62.09055291,62.27711192,62.53307845
"아파트","대구",중,소계,소계,61.57777487,61.59873427,61.64447367,61.59712378,61.79114495,61.74639519
"연립다세대","대전",소계,소계,소계,61.05340969,61.07334939,61.11978427,61.1537082,61.15081155,61.20668298
"아파트","경기",경부1권,안양,소계,60.86564667,60.82307675,60.69806159,60.32257257,60.10722779,60.11598174
"아파트","인천",연수,소계,소계,60.71781913,60.91064826,60.88945965,60.81237712,61.09618764,61.39940137
"아파트","서울",강북권역,도심권,종로,60.71200583,60.69046418,60.58138662,60.26999532,60.13111173,60.02062108
"아파트","대구",수성,소계,소계,60.64143619,60.74863411,60.88101444,60.92648104,61.05212696,61.1101666
"종합","제주",소계,소계,소계,60.19911948,60.19220871,60.19467212,60.36717061,60.4399954,60.4448184
"아파트","경기",경부2권,수원,팔달,60.1718013,59.96617443,60.78719628,60.80942588,60.75429603,60.85892033
"아파트","경기",동부1권,하남,소계,60.15343472,60.11646879,59.95055962,59.55863554,59.42273126,59.43958521
"종합","부산",동부산권,소계,소계,60.13022886,60.22843275,60.33888201,61.2876877,61.52983481,61.70004578
"종합","서울",강북권역,서북권,소계,59.72574909,59.58350148,59.36552118,59.19813252,59.19681871,59.17425781
"아파트","서울",강북권역,서북권,은평,59.63087328,59.57253919,59.41357908,59.28435398,59.2532607,59.22202053
"아파트","서울",강남권역,서남권,관악,59.34828774,59.15585949,58.65177219,58.16521362,58.20865068,58.16690455
"아파트","서울",강북권역,도심권,중,59.28979641,59.01114234,58.54851458,58.30349423,58.12239925,58.18494196
"종합","서울",강남권역,서남권,소계,58.98474409,58.80892469,58.48471776,58.41616366,58.33371462,58.28506332
"종합","서울",강북권역,동북권,소계,58.74066336,58.70190245,58.62916691,58.74890605,58.75584811,58.81121957
"아파트","서울",강남권역,서남권,금천,58.54638893,58.65645152,58.71055468,58.78881281,58.90446771,59.11728769
"아파트","서울",강북권역,동북권,성북,58.52668535,58.58582204,58.37072881,58.12823848,58.19593132,58.3073106
"종합","서울",강북권역,소계,소계,58.48542564,58.3935532,58.25895645,58.34695549,58.3442699,58.37172826
"아파트","서울",강북권역,동북권,동대문,58.44887268,58.2775605,58.14643108,57.88802776,57.7127662,57.56899402
"아파트","경기",경부1권,안양,동안,57.94652562,57.81723355,57.66105077,57.36589922,56.99618081,57.01997586
"종합","경기",경부1권,소계,소계,57.69613449,57.59733654,57.6016354,57.78644048,57.78712244,57.79613999
"아파트","경기",경부1권,성남,수정,57.6226705,58.24578907,58.02420889,57.5016238,57.62972619,57.36760266
"종합","서울",소계,소계,소계,57.06286293,56.92084771,56.69048304,56.63934546,56.65352976,56.69899
"아파트","경기",경부1권,소계,소계,56.67506932,56.56014138,56.59282314,56.38510533,56.37628051,56.39759465
"아파트","서울",강북권역,서북권,서대문,56.56660607,56.49728247,56.17385854,55.96107574,55.82503139,55.67242998
"아파트","서울",강남권역,서남권,강서,56.51099989,56.46192354,56.10766209,55.67209008,55.50312119,55.3322208
"아파트","경기",경부1권,성남,중원,56.07587593,56.13878424,59.90919605,59.6885807,59.63822455,59.77649512
"아파트","부산",동부산권,해운대,소계,56.03866349,56.08472583,56.06695368,56.13353259,56.35452812,56.52292755
"종합","서울",강남권역,소계,소계,55.73711566,55.54837024,55.22875534,55.06705213,55.09676948,55.15880507
"아파트","서울",강북권역,동북권,소계,55.47034023,55.47315022,55.40513761,55.27056076,55.33803678,55.47119383
"아파트","서울",강북권역,동북권,도봉,55.26955631,55.40839978,55.51947507,55.46578806,55.80241688,56.05176817
"아파트","서울",강북권역,서북권,소계,55.16758759,55.04530123,54.74557316,54.45709345,54.43975495,54.41410021
"아파트","서울",강북권역,소계,소계,55.03339197,54.99558157,54.85743473,54.69165185,54.73765858,54.83495324
"아파트","서울",강남권역,서남권,소계,54.88453378,54.76214622,54.40598824,54.08261533,54.02892726,53.99637318
"아파트","부산",중부산권,수영,소계,54.27040373,54.69324946,54.76957998,54.69110706,55.02130921,55.32385839
"종합","서울",강북권역,도심권,소계,54.04203033,53.75803731,53.45834467,53.80188183,53.73741503,53.71945009
"아파트","서울",강북권역,동북권,노원,53.79793721,53.87965919,53.87935169,53.87427091,53.9212947,54.15660997
"아파트","서울",강남권역,동남권,강동,53.63080852,53.57130689,53.34283281,53.24486984,53.47925005,53.72868793
"아파트","경기",서해안권,광명,소계,52.63180637,52.02683673,51.2790704,50.81253438,50.88206135,51.00926575
"아파트","서울",소계,소계,소계,52.52885684,52.45698267,52.23076128,52.01668333,52.09492875,52.21471471
"아파트","서울",강북권역,동북권,광진,52.06430241,51.96563625,51.89778466,51.63563496,51.73356634,51.90410792
"아파트","서울",강남권역,서남권,동작,51.94756209,51.58786456,51.18527946,51.10719444,51.26285446,51.29416376
"아파트","서울",강북권역,도심권,소계,51.62301633,51.49333765,51.23309964,51.07530471,51.11938294,51.25491023
"종합","서울",강남권역,동남권,소계,51.41763346,51.21169588,50.89818858,50.70059699,50.87655299,51.08289829
"단독주택","경기",동부2권,소계,소계,51.02655766,50.95615766,50.89140876,50.80766771,50.70639153,50.67456979
"아파트","서울",강남권역,서남권,영등포,50.92831603,50.73316889,50.32652627,49.84921874,49.6662884,49.57175162
"아파트","경기",경부1권,과천,소계,50.58328838,49.14704708,48.19751987,47.83449449,47.77167444,47.73344328
"단독주택","강원",소계,소계,소계,50.57476278,50.5390399,50.50746371,50.45475387,50.41637319,50.37466026
"아파트","서울",강남권역,소계,소계,50.35518233,50.25374437,49.95108349,49.70765906,49.81373281,49.95293319
"단독주택","경기",경원권,소계,소계,50.33703822,50.32829132,50.33346451,50.32816878,50.34747547,50.36809973
"아파트","서울",강북권역,서북권,마포,49.80730723,49.58073271,49.16857087,48.84508094,48.93921369,49.02453342
"아파트","세종",소계,소계,소계,49.25208166,49.85788408,50.27473952,50.48555274,50.87761037,51.18899407
"단독주택","인천",소계,소계,소계,49.15569416,49.15559216,49.14933241,49.12440393,49.11728898,49.10342234
"아파트","경기",경부1권,성남,소계,49.07343904,49.01179578,49.31207137,49.25973615,49.2820614,49.24839943
"종합","세종",소계,소계,소계,48.92935989,49.47013704,49.84150999,50.03128267,50.3799693,50.65760255
"단독주택","경기",경부2권,소계,소계,48.75390403,48.68633591,48.63584986,48.60525728,48.5698891,48.54915012
"단독주택","울산",소계,소계,소계,48.62740914,48.60606807,48.60271087,48.59009373,48.57583236,48.55374365
"단독주택","제주",소계,소계,소계,48.20818761,48.19155476,48.18076205,48.16054433,48.14595998,48.12706571
"단독주택","경기",경의권,소계,소계,48.18224246,48.15236237,48.14856711,48.11449532,48.10463105,48.08774244
"아파트","서울",강남권역,서남권,양천,48.13153432,48.09680633,47.76344098,47.59819545,47.52135981,47.50589303
"단독주택","경기",소계,소계,소계,47.82227357,47.77003971,47.72493907,48.04784952,48.00762659,47.98585416
"단독주택","전남",소계,소계,소계,47.48156455,47.46800247,47.44335492,47.42977248,47.428357,47.37411941
"단독주택","전북",소계,소계,소계,46.86197623,46.85798273,46.85760761,46.85918222,46.93828377,46.93660348
"단독주택","경기",서해안권,소계,소계,46.77277283,46.71802192,46.65531544,46.77107926,46.75943829,46.7628296
"단독주택","대전",소계,소계,소계,46.47128201,46.41188828,46.37244937,46.32348702,46.30364641,46.28697607
"단독주택","9개도",소계,소계,소계,46.46774612,46.45099803,46.42933607,46.44614069,46.43422448,46.41396845
"단독주택","경기",동부1권,소계,소계,46.36178904,46.32919735,46.28918362,46.2423774,46.18830133,46.10704082
"단독주택","수도권",소계,소계,소계,46.25811065,46.21350419,46.16835594,46.41211694,46.38952969,46.3642452
"단독주택","경남",소계,소계,소계,46.1831426,46.22685422,46.22095362,46.23460787,46.21320748,46.22373062
"단독주택","8개도",소계,소계,소계,46.16153664,46.15281059,46.13644726,46.12329072,46.11708018,46.09712981
"단독주택","충북",소계,소계,소계,45.99220198,45.95112886,45.92177058,45.87760566,45.85724078,45.83530498
"단독주택","전국",소계,소계,소계,45.61008553,45.58773342,45.56245494,45.68394469,45.67008673,45.64771362
"아파트","서울",강남권역,동남권,서초,45.42560701,45.73349542,45.70596071,45.81968325,46.05201662,46.29229165
"단독주택","지방",소계,소계,소계,45.40420201,45.38892031,45.36995464,45.47325028,45.46191812,45.44038741
"아파트","경기",경부1권,성남,분당,45.37108629,45.13054657,44.60588033,44.30754631,44.32184152,44.30150302
"아파트","서울",강남권역,동남권,소계,45.26600085,45.18810187,44.94555037,44.88751919,45.16961169,45.49804379
"아파트","서울",강북권역,동북권,성동,44.43418726,44.10484768,43.84826431,43.67357425,43.74476751,43.89193701
"단독주택","충남",소계,소계,소계,44.35888293,44.32698577,44.30582854,44.27811629,44.25836067,44.23695247
"단독주택","부산",서부산권,소계,소계,44.02260309,43.91963991,43.83090996,43.74089901,43.62373973,43.53433243
"단독주택","6대광역시",소계,소계,소계,43.45217934,43.41632253,43.38986337,43.57924869,43.5484759,43.52231026
"단독주택","서울",강남권역,서남권,소계,43.44624964,43.40190994,43.31644014,43.24259843,43.18503443,43.12781015
"단독주택","광주",소계,소계,소계,43.41898711,43.43452305,43.44719853,43.45767766,43.47049445,43.46870988
"단독주택","서울",강북권역,동북권,소계,43.14334363,43.10741395,43.07829857,43.03815233,43.01417619,42.99015709
"단독주택","경북",소계,소계,소계,43.03190303,43.01740173,43.00420176,42.99063752,42.98079833,42.96178455
"아파트","서울",강북권역,도심권,용산,42.99672893,42.91645252,42.72156466,42.69768139,42.95907649,43.24383286
"단독주택","서울",강북권역,소계,소계,42.91354903,42.87793118,42.84423618,42.82202326,42.8677699,42.84362097
"아파트","서울",강남권역,동남권,강남,42.89750098,42.74699821,42.62749033,42.63727203,42.97277638,43.12573121
"단독주택","부산",중부산권,소계,소계,42.86850466,42.80906614,42.77514584,42.74611202,42.70874061,42.66742665
"단독주택","서울",강북권역,서북권,소계,42.8268303,42.79955284,42.77043455,42.74276924,43.07857087,43.09212508
"단독주택","서울",소계,소계,소계,42.67370748,42.62837899,42.5710775,42.50486424,42.508845,42.47322481
"단독주택","5대광역시",소계,소계,소계,42.51211925,42.47036929,42.44058084,42.54771326,42.51253953,42.48408597
"단독주택","서울",강남권역,소계,소계,42.30967734,42.2496101,42.15647882,42.04315221,41.98633126,41.93401149
"단독주택","서울",강북권역,도심권,소계,42.09456805,42.04944285,41.99128407,41.93484578,41.86810668,41.78651956
"아파트","서울",강남권역,동남권,송파,41.72408087,41.44138945,40.92963109,40.65608965,40.95407761,41.56505748
"단독주택","부산",소계,소계,소계,41.70647568,41.63894829,41.58930978,41.72694238,41.6635127,41.60830095
"단독주택","경기",경부1권,소계,소계,41.12788422,41.04992442,40.985069,40.91709062,40.83305702,40.77683177
"단독주택","세종",소계,소계,소계,39.4382148,39.42431467,39.41757866,39.42307005,39.38821833,39.34619579
"단독주택","서울",강남권역,동남권,소계,38.8230031,38.71468837,38.59805387,38.54315721,38.48850454,38.45049612
"단독주택","대구",소계,소계,소계,38.46528738,38.4218578,38.38535162,38.35985635,38.30770821,38.28045243
"단독주택","부산",동부산권,소계,소계,37.84914484,37.79709444,37.75309287,37.69345938,37.64074246,37.59723766
